LebwohlLasher.py: Size: 50, Steps: 50, T*: 0.500: Order: 0.420, Time: 2.364852 s
         1506687 function calls (1490005 primitive calls) in 2.886 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      495    0.000    0.000    0.001    0.000 typing.py:1358(__getattr__)
        1    0.000    0.000    0.001    0.001 _text_helpers.py:1(<module>)
     2625    0.001    0.000    0.001    0.000 _parser.py:163(__len__)
      293    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1234(path_stats)
        1    0.000    0.000    0.001    0.001 traceback.py:1(<module>)
        1    0.000    0.000    0.001    0.001 dviread.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _cm_multivar.py:1(<module>)
       20    0.000    0.000    0.001    0.000 core.py:5593(parseImpl)
        1    0.000    0.000    0.001    0.001 _arraysetops_impl.py:1(<module>)
      125    0.000    0.000    0.001    0.000 core.py:3405(copy)
      253    0.001    0.000    0.001    0.000 {method 'reduce' of 'numpy.ufunc' objects}
      624    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:74(__new__)
      436    0.001    0.000    0.001    0.000 {method '__exit__' of '_io._IOBase' objects}
        3    0.000    0.000    0.001    0.000 _fontconfig_pattern.py:57(comma_separated)
        1    0.000    0.000    0.001    0.001 _base.py:549(_AxesBase)
      110    0.001    0.000    0.001    0.000 {built-in method _imp.source_hash}
     5531    0.001    0.000    0.001    0.000 {method 'strip' of 'str' objects}
      100    0.000    0.000    0.001    0.000 fromnumeric.py:3328(prod)
       51    0.000    0.000    0.001    0.000 shape_base.py:220(vstack)
       11    0.000    0.000    0.001    0.000 typing.py:1449(__ror__)
        1    0.000    0.000    0.001    0.001 _twodim_base_impl.py:1(<module>)
     2973    0.000    0.000    0.001    0.000 _parser.py:255(match)
       63    0.000    0.000    0.001    0.000 inspect.py:3324(__str__)
       24    0.000    0.000    0.001    0.000 deprecation.py:126(deprecate)
        1    0.000    0.000    0.001    0.001 layout_engine.py:1(<module>)
        1    0.000    0.000    0.001    0.001 random.py:1(<module>)
       12    0.000    0.000    0.001    0.000 __init__.py:224(define_aliases)
      809    0.001    0.000    0.001    0.000 enum.py:829(__setattr__)
      260    0.000    0.000    0.001    0.000 {built-in method fromkeys}
        1    0.000    0.000    0.001    0.001 calendar.py:1(<module>)
      140    0.000    0.000    0.001    0.000 typing.py:351(_deduplicate)
        1    0.000    0.000    0.001    0.001 __init__.py:444(PercentStyle)
       44    0.000    0.000    0.001    0.000 _base.py:52(__init__)
      435    0.000    0.000    0.001    0.000 {built-in method builtins.next}
       63    0.000    0.000    0.001    0.000 inspect.py:3327(format)
    26/14    0.000    0.000    0.001    0.000 core.py:4749(parseImpl)
       33    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1676(_fill_cache)
       19    0.000    0.000    0.001    0.000 arrayprint.py:1704(_array_str_implementation)
       15    0.000    0.000    0.001    0.000 core.py:669(set_parse_action)
        8    0.000    0.000    0.001    0.000 core.py:3234(_generateDefaultName)
        1    0.000    0.000    0.001    0.001 _util.py:1(<module>)
        1    0.000    0.000    0.001    0.001 actions.py:1(<module>)
       22    0.000    0.000    0.001    0.000 core.py:5741(parseImpl)
     5540    0.001    0.000    0.001    0.000 {method 'find' of 'str' objects}
       11    0.000    0.000    0.001    0.000 core.py:3235(charsAsStr)
     2319    0.001    0.000    0.001    0.000 {method 'rpartition' of 'str' objects}
       66    0.000    0.000    0.001    0.000 typing.py:1023(__init__)
      659    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:89(_unpack_uint32)
       64    0.000    0.000    0.001    0.000 core.py:5005(__init__)
        1    0.000    0.000    0.001    0.001 unicode.py:80(alphanums)
       19    0.000    0.000    0.001    0.000 arrayprint.py:564(wrapper)
        2    0.000    0.000    0.001    0.000 unicode.py:55(_chars_for_ranges)
     2686    0.000    0.000    0.001    0.000 util.py:214(__call__)
      618    0.001    0.000    0.001    0.000 {built-in method numpy.array}
     4973    0.001    0.000    0.001    0.000 artist.py:1557(<genexpr>)
       33    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1717(path_hook_for_FileFinder)
      100    0.000    0.000    0.001    0.000 fromnumeric.py:69(_wrapreduction)
     8968    0.001    0.000    0.001    0.000 inspect.py:2816(name)
       19    0.000    0.000    0.001    0.000 core.py:257(_trim_arity)
      665    0.000    0.000    0.001    0.000 {built-in method builtins.delattr}
        1    0.000    0.000    0.001    0.001 unicode.py:70(alphas)
     1591    0.000    0.000    0.001    0.000 _parser.py:292(tell)
        1    0.000    0.000    0.001    0.001 _mathtext_data.py:1(<module>)
     2717    0.001    0.000    0.001    0.000 {method 'setdefault' of 'dict' objects}
      310    0.000    0.000    0.001    0.000 function_base.py:473(_add_docstring)
      355    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:445(cb)
        1    0.000    0.000    0.001    0.001 bz2.py:1(<module>)
     1805    0.000    0.000    0.001    0.000 inspect.py:386(isfunction)
        1    0.000    0.000    0.001    0.001 _globals.py:1(<module>)
        1    0.000    0.000    0.001    0.001 glob.py:1(<module>)
        1    0.000    0.000    0.001    0.001 scanner.py:1(<module>)
       19    0.001    0.000    0.001    0.000 arrayprint.py:1697(_guarded_repr_or_str)
       33    0.000    0.000    0.001    0.000 enum.py:484(__prepare__)
       62    0.000    0.000    0.001    0.000 __init__.py:869(_open_file_or_url)
      738    0.000    0.000    0.001    0.000 enum.py:78(_is_private)
       33    0.000    0.000    0.001    0.000 contextlib.py:136(__enter__)
     2912    0.001    0.000    0.001    0.000 {method 'add' of 'set' objects}
        1    0.000    0.000    0.001    0.001 traceback.py:249(extract_stack)
       33    0.001    0.000    0.001    0.000 {built-in method posix.listdir}
      352    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:1128(find_spec)
       10    0.000    0.000    0.001    0.000 extras.py:268(__init__)
        1    0.000    0.000    0.001    0.001 traceback.py:431(extract)
        1    0.000    0.000    0.001    0.001 traceback.py:453(_extract_from_extended_frame_gen)
       10    0.000    0.000    0.001    0.000 extras.py:273(getdoc)
      143    0.000    0.000    0.001    0.000 ast.py:434(visit_Constant)
        1    0.000    0.000    0.001    0.001 markers.py:1(<module>)
      585    0.000    0.000    0.001    0.000 enum.py:37(_is_descriptor)
      891    0.000    0.000    0.001    0.000 colors.py:219(_is_nth_color)
       25    0.000    0.000    0.001    0.000 dtypes.py:30(_add_dtype_helper)
      624    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:82(remove)
        1    0.000    0.000    0.001    0.001 rrule.py:1(<module>)
        3    0.000    0.000    0.000    0.000 warnings.py:131(filterwarnings)
       10    0.000    0.000    0.000    0.000 _docstring.py:66(__call__)
        1    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:1(<module>)
        1    0.000    0.000    0.000    0.000 platform.py:1(<module>)
        4    0.000    0.000    0.000    0.000 traceback.py:371(line)
        1    0.000    0.000    0.000    0.000 _typing.py:1(<module>)
        4    0.000    0.000    0.000    0.000 traceback.py:342(_set_lines)
        2    0.000    0.000    0.000    0.000 linecache.py:22(getline)
        2    0.000    0.000    0.000    0.000 linecache.py:32(getlines)
        1    0.000    0.000    0.000    0.000 scimath.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _type_check_impl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 linecache.py:102(updatecache)
    154/1    0.000    0.000    0.000    0.000 _mathtext_data.py:1722(_normalize_stix_fontcodes)
     3428    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:491(_verbose_message)
     5653    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
        1    0.000    0.000    0.000    0.000 markers.py:150(MarkerStyle)
        1    0.000    0.000    0.000    0.000 _cm_bivar.py:1(<module>)
      624    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:79(__init__)
      183    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:731(_validate_timestamp_pyc)
       34    0.000    0.000    0.000    0.000 {built-in method _io.open}
     7467    0.000    0.000    0.000    0.000 inspect.py:2828(kind)
       86    0.000    0.000    0.000    0.000 __init__.py:245(make_alias)
       66    0.000    0.000    0.000    0.000 inspect.py:2114(_signature_bound_method)
        1    0.000    0.000    0.000    0.000 figure.py:118(FigureBase)
       51    0.000    0.000    0.000    0.000 _linalg.py:266(_assert_finite)
       33    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1599(__init__)
        1    0.000    0.000    0.000    0.000 TiffTags.py:1(<module>)
     1172    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:139(<genexpr>)
      669    0.000    0.000    0.000    0.000 enum.py:1589(_get_value)
      624    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:173(__exit__)
       23    0.000    0.000    0.000    0.000 ast.py:30(parse)
   193/93    0.000    0.000    0.000    0.000 core.py:2147(__str__)
     1060    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1226(__exit__)
        1    0.000    0.000    0.000    0.000 six.py:1(<module>)
       37    0.000    0.000    0.000    0.000 function_base.py:26(linspace)
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
     10/4    0.000    0.000    0.000    0.000 core.py:4733(streamline)
      788    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:645(parent)
      451    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
      484    0.000    0.000    0.000    0.000 __init__.py:781(__getitem__)
      252    0.000    0.000    0.000    0.000 _parser.py:371(_escape)
        1    0.000    0.000    0.000    0.000 printoptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 overrides.py:1(<module>)
     1060    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1222(__enter__)
     1536    0.000    0.000    0.000    0.000 {method 'match' of 're.Pattern' objects}
     2136    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
      105    0.000    0.000    0.000    0.000 __init__.py:336(wrapper)
     3080    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 {method 'readlines' of '_io._IOBase' objects}
        1    0.000    0.000    0.000    0.000 _nanfunctions_impl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2392(_IPv6Constants)
        1    0.000    0.000    0.000    0.000 _triinterpolate.py:1(<module>)
      293    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
       50    0.000    0.000    0.000    0.000 typing.py:395(_flatten_literal_params)
      662    0.000    0.000    0.000    0.000 enum.py:764(__delattr__)
        1    0.000    0.000    0.000    0.000 ImageMode.py:1(<module>)
       11    0.000    0.000    0.000    0.000 typing.py:1207(_generic_class_getitem)
      459    0.000    0.000    0.000    0.000 _function_base_impl.py:358(iterable)
       35    0.000    0.000    0.000    0.000 ipaddress.py:2316(__init__)
       10    0.000    0.000    0.000    0.000 typing.py:2054(__new__)
       19    0.000    0.000    0.000    0.000 path.py:99(__init__)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1(<module>)
       27    0.000    0.000    0.000    0.000 core.py:6205(__init__)
       29    0.000    0.000    0.000    0.000 _abc.py:194(stem)
        1    0.000    0.000    0.000    0.000 shape_base.py:1(<module>)
      355    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:232(__init__)
      430    0.000    0.000    0.000    0.000 <frozen posixpath>:61(isabs)
       51    0.000    0.000    0.000    0.000 numeric.py:98(zeros_like)
      369    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:190(_path_abspath)
      203    0.000    0.000    0.000    0.000 _parser.py:85(opengroup)
        1    0.000    0.000    0.000    0.000 _shape_base_impl.py:1(<module>)
       51    0.000    0.000    0.000    0.000 fromnumeric.py:2589(all)
       10    0.000    0.000    0.000    0.000 path.py:191(_create_closed)
        1    0.000    0.000    0.000    0.000 ImageFile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _enums.py:1(<module>)
       92    0.000    0.000    0.000    0.000 core.py:2634(__init__)
       13    0.000    0.000    0.000    0.000 typing.py:1719(__getitem__)
       51    0.000    0.000    0.000    0.000 {method 'all' of 'numpy.ndarray' objects}
        8    0.000    0.000    0.000    0.000 colors.py:2563(make_norm_from_scale)
       52    0.000    0.000    0.000    0.000 _twodim_base_impl.py:176(eye)
        1    0.000    0.000    0.000    0.000 path.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:845(copy)
     1694    0.000    0.000    0.000    0.000 unicode.py:63(<genexpr>)
        1    0.000    0.000    0.000    0.000 LebwohlLasher.py:94(savedat)
        2    0.000    0.000    0.000    0.000 _local.py:581(glob)
      268    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        1    0.000    0.000    0.000    0.000 lzma.py:1(<module>)
       59    0.000    0.000    0.000    0.000 _local.py:307(_tail)
       89    0.000    0.000    0.000    0.000 typing.py:1131(_typevar_subst)
      430    0.000    0.000    0.000    0.000 <string>:2(__init__)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:1(<module>)
       29    0.000    0.000    0.000    0.000 _local.py:346(name)
      455    0.000    0.000    0.000    0.000 {method 'sub' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 uuid.py:1(<module>)
       53    0.000    0.000    0.000    0.000 _local.py:257(_parse_path)
        2    0.000    0.000    0.000    0.000 __init__.py:522(_get_config_or_cache_dir)
      293    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:675(_check_name_wrapper)
      443    0.000    0.000    0.000    0.000 {method '__reduce_ex__' of 'object' objects}
  498/400    0.000    0.000    0.000    0.000 typing.py:1443(__hash__)
        1    0.000    0.000    0.000    0.000 _colorize.py:1(<module>)
       23    0.000    0.000    0.000    0.000 overrides.py:179(decorator)
       73    0.000    0.000    0.000    0.000 enum.py:946(_get_mixins_)
1684/1678    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
      310    0.000    0.000    0.000    0.000 function_base.py:455(_needs_add_docstring)
        7    0.000    0.000    0.000    0.000 typing.py:1748(__getitem__)
       29    0.000    0.000    0.000    0.000 __init__.py:2129(getLogger)
        1    0.000    0.000    0.000    0.000 artist.py:1407(ArtistInspector)
       49    0.000    0.000    0.000    0.000 core.py:137(get_object_signature)
      807    0.000    0.000    0.000    0.000 __init__.py:701(_get)
       21    0.000    0.000    0.000    0.000 artist.py:23(_prevent_rasterization)
        1    0.000    0.000    0.000    0.000 encoder.py:1(<module>)
      355    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:982(find_spec)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1579(_IPv4Constants)
     2039    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
      460    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
